ID_AREAS_PRIORITARIAS_SBN_2022;AREA_M2;EXP_ALAG;EXP_DESL;EXP_INUN;EXP_ONDA;VUL_ALAG;VUL_DESL;VUL_INUN;VUL_ONDA;AC_ALAG;AC_DESL;AC_INUN;AC_ONDA;CON_AMB;CON_ANT;CON_TOT;SBN_ALAG;SBN_DESL;SBN_INUN;SBN_ONDA;GEOMETRIA
2763;113377.06;1.45;0.0;0.0;3.6;1.9;;;1.7;1.67;;;2.65;2.5;0.0;1.25;1.46;;;1.95;MULTIPOLYGON (((608501.31 7796598.95, 608613.03 7796772.11, 608511.58 7796952.97, 608298.41 7796960.67, 608186.69 7796787.50, 608288.14 7796606.64, 608501.31 7796598.95)))
2764;113377.97;1.9;0.0;0.43;3.4;2.4;;3.5;1.35;2.15;;1.97;2.38;1.25;1.67;1.46;1.81;;1.72;1.92;MULTIPOLYGON (((609140.82 7796575.86, 609252.55 7796749.02, 609151.11 7796929.88, 608937.93 7796937.58, 608826.20 7796764.41, 608927.65 7796583.55, 609140.82 7796575.86)))
2765;113380.11;1.35;0.0;0.0;3.35;1.95;;;1.85;1.65;;;2.6;1.25;0.0;0.63;1.14;;;1.62;MULTIPOLYGON (((608826.20 7796764.41, 608937.93 7796937.58, 608836.49 7797118.44, 608623.31 7797126.14, 608511.58 7796952.97, 608613.03 7796772.11, 608826.20 7796764.41)))
2766;113369.73;2.05;0.0;0.11;3.3;2.65;;3.86;0.95;2.35;;1.99;2.13;1.25;0.0;0.63;1.49;;1.31;1.38;MULTIPOLYGON (((608805.64 7796056.39, 608917.36 7796229.54, 608815.92 7796410.40, 608602.75 7796418.09, 608491.03 7796244.94, 608592.47 7796064.09, 608805.64 7796056.39)))
2767;113371.87;2.0;0.0;0.0;3.2;2.05;;;1.2;2.03;;;2.2;1.25;0.0;0.63;1.33;;;1.42;MULTIPOLYGON (((608491.03 7796244.94, 608602.75 7796418.09, 608501.31 7796598.95, 608288.14 7796606.64, 608176.42 7796433.49, 608277.86 7796252.63, 608491.03 7796244.94)))
2606;113295.73;2.05;0.0;0.0;3.85;2.0;;;2.3;2.03;;;3.08;0.0;0.0;0.0;1.01;;;1.54;MULTIPOLYGON (((604196.49 7791617.04, 604308.16 7791790.12, 604206.71 7791970.90, 603993.59 7791978.60, 603881.93 7791805.52, 603983.38 7791624.74, 604196.49 7791617.04)))
2607;113297.86;2.35;0.0;0.0;3.9;2.05;;;2.35;2.2;;;3.13;0.0;0.0;0.0;1.1;;;1.57;MULTIPOLYGON (((603881.93 7791805.52, 603993.59 7791978.60, 603892.14 7792159.38, 603679.02 7792167.08, 603567.36 7791994.00, 603668.82 7791813.22, 603881.93 7791805.52)))
2608;113298.8;0.65;0.0;0.0;3.55;1.4;;;2.3;1.02;;;2.93;0.0;3.33;1.67;1.35;;;2.3;MULTIPOLYGON (((604521.27 7791782.42, 604632.94 7791955.50, 604531.49 7792136.28, 604318.37 7792143.98, 604206.71 7791970.90, 604308.16 7791790.12, 604521.27 7791782.42)))
2609;113300.93;0.95;0.0;0.0;3.8;2.5;;;2.45;1.73;;;3.13;0.0;0.0;0.0;0.87;;;1.57;MULTIPOLYGON (((604206.71 7791970.90, 604318.37 7792143.98, 604216.92 7792324.77, 604003.80 7792332.47, 603892.14 7792159.38, 603993.59 7791978.60, 604206.71 7791970.90)))
2610;113290.53;1.3;0.0;0.0;3.45;2.05;;;2.4;1.67;;;2.93;1.25;0.0;0.63;1.15;;;1.78;MULTIPOLYGON (((604186.28 7791263.20, 604297.94 7791436.27, 604196.49 7791617.04, 603983.38 7791624.74, 603871.72 7791451.67, 603973.17 7791270.90, 604186.28 7791263.20)))
2611;113292.66;2.15;0.0;0.0;3.75;2.1;;;2.55;2.13;;;3.15;0.0;0.0;0.0;1.07;;;1.58;MULTIPOLYGON (((603871.72 7791451.67, 603983.38 7791624.74, 603881.93 7791805.52, 603668.82 7791813.22, 603557.16 7791640.15, 603658.61 7791459.37, 603871.72 7791451.67)))
2612;113293.6;0.7;0.61;0.0;3.65;1.4;2.85;;2.2;1.05;1.73;;2.93;1.25;0.0;0.63;0.84;1.18;;1.78;MULTIPOLYGON (((604511.05 7791428.56, 604622.72 7791601.64, 604521.27 7791782.42, 604308.16 7791790.12, 604196.49 7791617.04, 604297.94 7791436.27, 604511.05 7791428.56)))
2613;113305.19;0.75;0.0;0.0;3.65;1.6;;;1.85;1.18;;;2.75;0.0;1.67;0.84;1.01;;;1.8;MULTIPOLYGON (((603577.57 7792347.87, 603689.23 7792520.96, 603587.77 7792701.75, 603374.65 7792709.45, 603262.99 7792536.36, 603364.45 7792355.57, 603577.57 7792347.87)))
2614;113307.32;0.4;0.0;0.0;3.75;0.15;;;0.15;0.28;;;1.95;0.0;0.0;0.0;0.14;;;0.98;MULTIPOLYGON (((603262.99 7792536.36, 603374.65 7792709.45, 603273.19 7792890.24, 603060.07 7792897.94, 602948.41 7792724.85, 603049.87 7792544.06, 603262.99 7792536.36)))
2615;113308.26;0.95;0.0;0.0;3.6;2.7;;;2.45;1.83;;;3.03;0.0;0.0;0.0;0.92;;;1.52;MULTIPOLYGON (((603902.35 7792513.26, 604014.01 7792686.35, 603912.56 7792867.14, 603699.43 7792874.84, 603587.77 7792701.75, 603689.23 7792520.96, 603902.35 7792513.26)))
2616;113310.39;1.75;0.0;0.0;4.2;2.0;;;1.95;1.88;;;3.08;0.0;0.0;0.0;0.94;;;1.54;MULTIPOLYGON (((603587.77 7792701.75, 603699.43 7792874.84, 603597.97 7793055.64, 603384.85 7793063.34, 603273.19 7792890.24, 603374.65 7792709.45, 603587.77 7792701.75)))
2617;113299.99;1.6;0.0;0.0;3.5;1.8;;;2.35;1.7;;;2.93;0.0;0.0;0.0;0.85;;;1.47;MULTIPOLYGON (((603567.36 7791994.00, 603679.02 7792167.08, 603577.57 7792347.87, 603364.45 7792355.57, 603252.79 7792182.49, 603354.25 7792001.70, 603567.36 7791994.00)))
2618;113302.12;0.05;0.0;0.0;4.15;0.0;;;0.0;0.03;;;2.08;0.0;0.0;0.0;0.02;;;1.04;MULTIPOLYGON (((603252.79 7792182.49, 603364.45 7792355.57, 603262.99 7792536.36, 603049.87 7792544.06, 602938.22 7792370.97, 603039.68 7792190.19, 603252.79 7792182.49)))
2619;113303.06;1.75;0.0;0.0;3.65;2.35;;;2.6;2.05;;;3.13;0.0;1.67;0.84;1.44;;;1.99;MULTIPOLYGON (((603892.14 7792159.38, 604003.80 7792332.47, 603902.35 7792513.26, 603689.23 7792520.96, 603577.57 7792347.87, 603679.02 7792167.08, 603892.14 7792159.38)))
2620;113299.73;0.65;0.0;0.0;3.5;1.55;;;2.35;1.1;;;2.93;2.5;0.0;1.25;1.18;;;2.09;MULTIPOLYGON (((605160.62 7791759.31, 605272.29 7791932.39, 605170.84 7792113.18, 604957.73 7792120.88, 604846.05 7791947.79, 604947.50 7791767.01, 605160.62 7791759.31)))
2621;113301.87;1.15;0.0;0.0;4.2;1.5;;;2.35;1.33;;;3.28;2.5;0.0;1.25;1.29;;;2.26;MULTIPOLYGON (((604846.05 7791947.79, 604957.73 7792120.88, 604856.28 7792301.66, 604643.16 7792309.36, 604531.49 7792136.28, 604632.94 7791955.50, 604846.05 7791947.79)))
2622;113302.8;0.0;0.15;0.06;3.65;;2.8;1.53;2.55;0.0;1.48;0.8;3.1;2.5;1.67;2.09;0.0;1.79;1.44;2.6;MULTIPOLYGON (((605485.41 7791924.69, 605597.08 7792097.77, 605495.64 7792278.56, 605282.52 7792286.26, 605170.84 7792113.18, 605272.29 7791932.39, 605485.41 7791924.69)))
2623;113304.93;1.7;0.0;0.0;3.7;1.9;;;2.35;1.8;;;3.03;1.25;1.67;1.46;1.63;;;2.25;MULTIPOLYGON (((605170.84 7792113.18, 605282.52 7792286.26, 605181.07 7792467.05, 604967.95 7792474.75, 604856.28 7792301.66, 604957.73 7792120.88, 605170.84 7792113.18)))
2624;113294.54;1.05;0.0;0.0;3.8;1.55;;;2.0;1.3;;;2.9;1.25;1.67;1.46;1.38;;;2.18;MULTIPOLYGON (((605150.39 7791405.46, 605262.06 7791578.53, 605160.62 7791759.31, 604947.50 7791767.01, 604835.83 7791593.94, 604937.27 7791413.16, 605150.39 7791405.46)))
2625;113296.67;0.95;0.0;0.0;3.55;1.4;;;2.05;1.17;;;2.8;0.0;1.67;0.84;1.0;;;1.82;MULTIPOLYGON (((604835.83 7791593.94, 604947.50 7791767.01, 604846.05 7791947.79, 604632.94 7791955.50, 604521.27 7791782.42, 604622.72 7791601.64, 604835.83 7791593.94)))
2626;113297.6;0.9;0.0;0.1;3.95;1.35;;1.41;1.9;1.13;;0.76;2.93;2.5;1.67;2.09;1.61;;1.42;2.51;MULTIPOLYGON (((605475.17 7791570.83, 605586.85 7791743.91, 605485.41 7791924.69, 605272.29 7791932.39, 605160.62 7791759.31, 605262.06 7791578.53, 605475.17 7791570.83)))
2627;113309.2;1.05;0.0;0.27;3.7;2.85;;2.86;2.0;1.95;;1.57;2.85;1.25;0.0;0.63;1.29;;1.1;1.74;MULTIPOLYGON (((604541.71 7792490.15, 604653.38 7792663.24, 604551.93 7792844.04, 604338.80 7792851.74, 604227.13 7792678.65, 604328.59 7792497.85, 604541.71 7792490.15)))
2628;113311.33;1.4;0.0;0.0;3.8;3.1;;;2.7;2.25;;;3.25;0.0;0.0;0.0;1.13;;;1.63;MULTIPOLYGON (((604227.13 7792678.65, 604338.80 7792851.74, 604237.35 7793032.53, 604024.22 7793040.24, 603912.56 7792867.14, 604014.01 7792686.35, 604227.13 7792678.65)))
2629;113312.26;1.4;0.0;0.48;3.6;2.9;;2.89;2.15;2.15;;1.69;2.88;1.25;1.67;1.46;1.81;;1.58;2.17;MULTIPOLYGON (((604866.50 7792655.54, 604978.18 7792828.64, 604876.73 7793009.43, 604663.60 7793017.13, 604551.93 7792844.04, 604653.38 7792663.24, 604866.50 7792655.54)))
2630;113314.39;0.8;0.0;0.5;3.7;3.05;;2.95;2.1;1.92;;1.73;2.9;1.25;1.67;1.46;1.69;;1.6;2.18;MULTIPOLYGON (((604551.93 7792844.04, 604663.60 7793017.13, 604562.15 7793197.93, 604349.02 7793205.63, 604237.35 7793032.53, 604338.80 7792851.74, 604551.93 7792844.04)))
2631;113304.0;1.75;0.0;0.0;4.0;2.6;;;2.8;2.17;;;3.4;0.0;3.33;1.67;1.92;;;2.54;MULTIPOLYGON (((604531.49 7792136.28, 604643.16 7792309.36, 604541.71 7792490.15, 604328.59 7792497.85, 604216.92 7792324.77, 604318.37 7792143.98, 604531.49 7792136.28)))
2632;113306.13;0.95;0.0;0.0;3.4;3.05;;;2.35;2.0;;;2.88;0.0;0.0;0.0;1.0;;;1.44;MULTIPOLYGON (((604216.92 7792324.77, 604328.59 7792497.85, 604227.13 7792678.65, 604014.01 7792686.35, 603902.35 7792513.26, 604003.80 7792332.47, 604216.92 7792324.77)))
2633;113307.06;0.6;0.0;0.6;3.65;1.4;;1.47;2.0;1.0;;1.03;2.83;2.5;0.0;1.25;1.13;;1.14;2.04;MULTIPOLYGON (((604856.28 7792301.66, 604967.95 7792474.75, 604866.50 7792655.54, 604653.38 7792663.24, 604541.71 7792490.15, 604643.16 7792309.36, 604856.28 7792301.66)))
2634;113281.07;1.45;0.09;0.0;3.0;2.55;3.45;;2.5;2.0;1.77;;2.75;1.25;0.0;0.63;1.32;1.2;;1.69;MULTIPOLYGON (((604805.16 7790532.43, 604916.82 7790705.49, 604815.38 7790886.25, 604602.28 7790893.96, 604490.61 7790720.89, 604592.05 7790540.13, 604805.16 7790532.43)))
2635;113283.2;0.3;0.0;0.0;2.3;2.15;;;1.65;1.22;;;1.98;1.25;0.0;0.63;0.93;;;1.31;MULTIPOLYGON (((604490.61 7790720.89, 604602.28 7790893.96, 604500.83 7791074.72, 604287.72 7791082.43, 604176.06 7790909.36, 604277.51 7790728.60, 604490.61 7790720.89)))
2636;113284.14;1.15;1.22;0.0;3.05;2.2;3.55;;2.9;1.68;2.38;;2.97;2.5;1.67;2.09;1.88;2.24;;2.53;MULTIPOLYGON (((605129.93 7790697.78, 605241.60 7790870.85, 605140.16 7791051.62, 604927.05 7791059.32, 604815.38 7790886.25, 604916.82 7790705.49, 605129.93 7790697.78)))
2637;113312.51;0.55;0.0;0.0;3.95;0.6;;;0.65;0.57;;;2.3;0.0;0.0;0.0;0.28;;;1.15;MULTIPOLYGON (((603273.19 7792890.24, 603384.85 7793063.34, 603283.39 7793244.13, 603070.26 7793251.83, 602958.61 7793078.74, 603060.07 7792897.94, 603273.19 7792890.24)))
2638;113327.15;0.3;0.0;1.64;4.0;0.15;;0.29;0.15;0.22;;0.97;2.08;0.0;0.0;0.0;0.11;;0.49;1.04;MULTIPOLYGON (((602664.40 7793975.05, 602776.06 7794148.16, 602674.59 7794328.97, 602461.45 7794336.67, 602349.79 7794163.56, 602451.27 7793982.75, 602664.40 7793975.05)))
2639;113329.28;0.2;0.0;0.62;4.1;0.4;;0.33;0.5;0.3;;0.48;2.3;1.25;0.0;0.63;0.47;;0.55;1.47;MULTIPOLYGON (((602349.79 7794163.56, 602461.45 7794336.67, 602359.98 7794517.49, 602146.84 7794525.18, 602035.19 7794352.07, 602136.66 7794171.26, 602349.79 7794163.56)))
2640;113317.18;1.25;0.0;0.0;3.4;1.95;;;2.3;1.6;;;2.85;2.5;1.67;2.09;1.85;;;2.47;MULTIPOLYGON (((606470.07 7792774.73, 606581.76 7792947.83, 606480.32 7793128.63, 606267.18 7793136.33, 606155.50 7792963.23, 606256.94 7792782.43, 606470.07 7792774.73)))
2641;113319.32;1.25;0.0;0.0;3.4;2.55;;;2.05;1.9;;;2.72;1.25;1.67;1.46;1.68;;;2.09;MULTIPOLYGON (((606155.50 7792963.23, 606267.18 7793136.33, 606165.74 7793317.14, 605952.61 7793324.84, 605840.92 7793151.73, 605942.37 7792970.93, 606155.50 7792963.23)))
2642;113320.24;1.25;0.0;0.4;3.45;1.85;;1.84;2.1;1.55;;1.12;2.78;2.5;0.0;1.25;1.4;;1.19;2.01;MULTIPOLYGON (((606794.89 7792940.13, 606906.58 7793113.23, 606805.14 7793294.03, 606592.01 7793301.73, 606480.32 7793128.63, 606581.76 7792947.83, 606794.89 7792940.13)))
2643;113322.38;1.25;0.0;0.0;3.75;2.2;;;2.15;1.73;;;2.95;1.25;0.0;0.63;1.18;;;1.79;MULTIPOLYGON (((606480.32 7793128.63, 606592.01 7793301.73, 606490.56 7793482.54, 606277.43 7793490.24, 606165.74 7793317.14, 606267.18 7793136.33, 606480.32 7793128.63)))
2644;113311.99;1.05;0.0;0.0;3.2;1.95;;;1.95;1.5;;;2.58;2.5;1.67;2.09;1.8;;;2.34;MULTIPOLYGON (((606459.82 7792420.84, 606571.51 7792593.94, 606470.07 7792774.73, 606256.94 7792782.43, 606145.25 7792609.34, 606246.69 7792428.55, 606459.82 7792420.84)))
2645;113314.12;1.5;0.0;0.0;3.7;1.95;;;1.95;1.73;;;2.83;1.25;0.0;0.63;1.18;;;1.73;MULTIPOLYGON (((606145.25 7792609.34, 606256.94 7792782.43, 606155.50 7792963.23, 605942.37 7792970.93, 605830.68 7792797.83, 605932.13 7792617.04, 606145.25 7792609.34)))
2646;113315.05;1.55;0.0;0.0;3.6;2.45;;;3.3;2.0;;;3.45;2.5;0.0;1.25;1.63;;;2.35;MULTIPOLYGON (((606784.63 7792586.24, 606896.33 7792759.33, 606794.89 7792940.13, 606581.76 7792947.83, 606470.07 7792774.73, 606571.51 7792593.94, 606784.63 7792586.24)))
2647;113326.65;1.85;0.0;0.0;3.65;3.4;;;3.15;2.63;;;3.4;0.0;3.33;1.67;2.15;;;2.54;MULTIPOLYGON (((605851.16 7793505.64, 605962.85 7793678.75, 605861.40 7793859.56, 605648.26 7793867.26, 605536.58 7793694.15, 605638.03 7793513.34, 605851.16 7793505.64)))
2648;113328.78;0.85;0.0;0.0;3.6;3.9;;;3.3;2.38;;;3.45;2.5;1.67;2.09;2.24;;;2.77;MULTIPOLYGON (((605536.58 7793694.15, 605648.26 7793867.26, 605546.81 7794048.07, 605333.67 7794055.77, 605221.99 7793882.66, 605323.44 7793701.85, 605536.58 7793694.15)))
2649;113329.71;1.1;0.0;0.0;3.75;3.25;;;2.75;2.17;;;3.25;1.25;0.0;0.63;1.4;;;1.94;MULTIPOLYGON (((606175.98 7793671.05, 606287.67 7793844.16, 606186.23 7794024.98, 605973.09 7794032.67, 605861.40 7793859.56, 605962.85 7793678.75, 606175.98 7793671.05)))
2650;113331.84;1.5;0.0;0.0;3.85;3.9;;;3.3;2.7;;;3.58;1.25;0.0;0.63;1.67;;;2.11;MULTIPOLYGON (((605861.40 7793859.56, 605973.09 7794032.67, 605871.64 7794213.49, 605658.50 7794221.19, 605546.81 7794048.07, 605648.26 7793867.26, 605861.40 7793859.56)))
2651;113321.45;1.9;0.0;0.0;3.35;3.95;;;3.75;2.93;;;3.55;1.25;1.67;1.46;2.2;;;2.51;MULTIPOLYGON (((605840.92 7793151.73, 605952.61 7793324.84, 605851.16 7793505.64, 605638.03 7793513.34, 605526.34 7793340.24, 605627.79 7793159.43, 605840.92 7793151.73)))
2652;113323.58;1.2;0.0;0.0;3.6;3.7;;;3.3;2.45;;;3.45;0.0;3.33;1.67;2.06;;;2.56;MULTIPOLYGON (((605526.34 7793340.24, 605638.03 7793513.34, 605536.58 7793694.15, 605323.44 7793701.85, 605211.76 7793528.74, 605313.21 7793347.94, 605526.34 7793340.24)))
2653;113324.51;1.5;0.0;0.0;3.8;3.3;;;2.9;2.4;;;3.35;1.25;1.67;1.46;1.93;;;2.41;MULTIPOLYGON (((606165.74 7793317.14, 606277.43 7793490.24, 606175.98 7793671.05, 605962.85 7793678.75, 605851.16 7793505.64, 605952.61 7793324.84, 606165.74 7793317.14)))
2654;113321.17;0.6;0.0;0.0;2.05;2.45;;;2.2;1.53;;;2.13;2.5;0.0;1.25;1.39;;;1.69;MULTIPOLYGON (((607434.28 7792917.03, 607545.98 7793090.13, 607444.55 7793270.93, 607231.41 7793278.63, 607119.71 7793105.53, 607221.15 7792924.73, 607434.28 7792917.03)))
2655;113323.3;1.4;0.0;0.0;2.6;2.25;;;1.95;1.83;;;2.28;3.75;0.0;1.88;1.86;;;2.08;MULTIPOLYGON (((607119.71 7793105.53, 607231.41 7793278.63, 607129.97 7793459.44, 606916.84 7793467.14, 606805.14 7793294.03, 606906.58 7793113.23, 607119.71 7793105.53)))
2656;113324.22;1.45;0.0;0.0;3.1;3.0;;;3.05;2.23;;;3.08;1.25;3.33;2.29;2.26;;;2.69;MULTIPOLYGON (((607759.12 7793082.43, 607870.82 7793255.53, 607769.39 7793436.34, 607556.25 7793444.04, 607444.55 7793270.93, 607545.98 7793090.13, 607759.12 7793082.43)))
2657;113326.36;1.7;0.0;0.0;2.85;2.55;;;2.25;2.13;;;2.55;1.25;1.67;1.46;1.8;;;2.01;MULTIPOLYGON (((607444.55 7793270.93, 607556.25 7793444.04, 607454.81 7793624.85, 607241.67 7793632.55, 607129.97 7793459.44, 607231.41 7793278.63, 607444.55 7793270.93)))
2658;113315.97;1.35;0.0;0.28;2.85;2.3;;1.88;2.6;1.83;;1.08;2.73;3.75;1.67;2.71;2.27;;1.9;2.72;MULTIPOLYGON (((607424.02 7792563.13, 607535.72 7792736.23, 607434.28 7792917.03, 607221.15 7792924.73, 607109.46 7792751.63, 607210.89 7792570.83, 607424.02 7792563.13)))
2659;113318.11;1.1;0.0;0.61;3.05;1.95;;1.85;1.85;1.53;;1.23;2.45;3.75;0.0;1.88;1.71;;1.56;2.17;MULTIPOLYGON (((607109.46 7792751.63, 607221.15 7792924.73, 607119.71 7793105.53, 606906.58 7793113.23, 606794.89 7792940.13, 606896.33 7792759.33, 607109.46 7792751.63)))
2660;113319.03;1.3;0.0;0.0;2.7;2.2;;;2.3;1.75;;;2.5;1.25;3.33;2.29;2.02;;;2.4;MULTIPOLYGON (((607748.85 7792728.53, 607860.55 7792901.63, 607759.12 7793082.43, 607545.98 7793090.13, 607434.28 7792917.03, 607535.72 7792736.23, 607748.85 7792728.53)))
2661;113330.63;1.25;0.0;0.0;3.2;2.65;;;2.5;1.95;;;2.85;1.25;1.67;1.46;1.71;;;2.16;MULTIPOLYGON (((606815.39 7793647.95, 606927.09 7793821.06, 606825.65 7794001.88, 606612.51 7794009.58, 606500.81 7793836.46, 606602.26 7793655.65, 606815.39 7793647.95)))
2662;113332.77;1.55;0.0;0.0;3.3;3.0;;;2.5;2.28;;;2.9;2.5;0.0;1.25;1.77;;;2.08;MULTIPOLYGON (((606500.81 7793836.46, 606612.51 7794009.58, 606511.06 7794190.39, 606297.92 7794198.09, 606186.23 7794024.98, 606287.67 7793844.16, 606500.81 7793836.46)))
2663;113333.69;1.45;0.0;0.0;3.1;3.1;;;2.4;2.28;;;2.75;0.0;1.67;0.84;1.56;;;1.8;MULTIPOLYGON (((607140.23 7793813.36, 607251.93 7793986.48, 607150.49 7794167.30, 606937.35 7794175.00, 606825.65 7794001.88, 606927.09 7793821.06, 607140.23 7793813.36)))
2664;113335.83;1.45;0.0;0.0;3.35;3.05;;;2.45;2.25;;;2.9;0.0;0.0;0.0;1.13;;;1.45;MULTIPOLYGON (((606825.65 7794001.88, 606937.35 7794175.00, 606835.90 7794355.81, 606622.76 7794363.51, 606511.06 7794190.39, 606612.51 7794009.58, 606825.65 7794001.88)))
2665;113325.44;1.2;0.0;0.91;2.95;1.9;;1.75;2.3;1.55;;1.33;2.63;2.5;0.0;1.25;1.4;;1.29;1.94;MULTIPOLYGON (((606805.14 7793294.03, 606916.84 7793467.14, 606815.39 7793647.95, 606602.26 7793655.65, 606490.56 7793482.54, 606592.01 7793301.73, 606805.14 7793294.03)))
2666;113327.57;1.2;0.0;0.31;3.5;2.75;;2.27;2.35;1.98;;1.29;2.93;2.5;0.0;1.25;1.62;;1.27;2.09;MULTIPOLYGON (((606490.56 7793482.54, 606602.26 7793655.65, 606500.81 7793836.46, 606287.67 7793844.16, 606175.98 7793671.05, 606277.43 7793490.24, 606490.56 7793482.54)))
2667;113328.5;1.2;0.0;0.0;2.55;2.2;;;2.05;1.7;;;2.3;1.25;3.33;2.29;2.0;;;2.3;MULTIPOLYGON (((607129.97 7793459.44, 607241.67 7793632.55, 607140.23 7793813.36, 606927.09 7793821.06, 606815.39 7793647.95, 606916.84 7793467.14, 607129.97 7793459.44)))
2668;113303.73;1.35;0.76;0.0;3.4;2.4;3.7;;2.0;1.88;2.23;;2.7;2.5;0.0;1.25;1.57;1.74;;1.98;MULTIPOLYGON (((606124.77 7791901.59, 606236.45 7792074.67, 606135.01 7792255.46, 605921.89 7792263.16, 605810.21 7792090.07, 605911.65 7791909.29, 606124.77 7791901.59)))
2669;113305.86;0.0;0.74;0.0;3.7;;3.4;;2.55;0.0;2.07;;3.13;2.5;3.33;2.92;0.0;2.5;;3.03;MULTIPOLYGON (((605810.21 7792090.07, 605921.89 7792263.16, 605820.44 7792443.95, 605607.32 7792451.65, 605495.64 7792278.56, 605597.08 7792097.77, 605810.21 7792090.07)))
2670;113306.79;1.2;0.0;0.0;3.4;2.05;;;2.25;1.63;;;2.83;2.5;0.0;1.25;1.44;;;2.04;MULTIPOLYGON (((606449.57 7792066.97, 606561.26 7792240.05, 606459.82 7792420.84, 606246.69 7792428.55, 606135.01 7792255.46, 606236.45 7792074.67, 606449.57 7792066.97)))
2671;113308.92;1.5;0.0;0.0;3.55;2.2;;;2.15;1.85;;;2.85;2.5;0.0;1.25;1.55;;;2.05;MULTIPOLYGON (((606135.01 7792255.46, 606246.69 7792428.55, 606145.25 7792609.34, 605932.13 7792617.04, 605820.44 7792443.95, 605921.89 7792263.16, 606135.01 7792255.46)))
2672;113298.53;0.0;0.19;0.0;3.35;;3.45;;1.65;0.0;1.82;;2.5;3.75;1.67;2.71;0.0;2.27;;2.61;MULTIPOLYGON (((606114.52 7791547.72, 606226.20 7791720.80, 606124.77 7791901.59, 605911.65 7791909.29, 605799.97 7791736.21, 605901.40 7791555.43, 606114.52 7791547.72)))
2673;113300.66;0.0;1.45;0.2;2.95;;3.15;1.37;1.1;0.0;2.3;0.79;2.03;2.5;3.33;2.92;0.0;2.61;1.86;2.47;MULTIPOLYGON (((605799.97 7791736.21, 605911.65 7791909.29, 605810.21 7792090.07, 605597.08 7792097.77, 605485.41 7791924.69, 605586.85 7791743.91, 605799.97 7791736.21)))
2674;113301.59;1.5;0.86;0.0;3.5;1.9;3.05;;1.7;1.7;1.95;;2.6;2.5;0.0;1.25;1.48;1.6;;1.93;MULTIPOLYGON (((606439.32 7791713.10, 606551.01 7791886.18, 606449.57 7792066.97, 606236.45 7792074.67, 606124.77 7791901.59, 606226.20 7791720.80, 606439.32 7791713.10)))
2675;113313.19;0.9;0.0;0.73;3.3;2.8;;2.79;2.3;1.85;;1.76;2.8;1.25;1.67;1.46;1.66;;1.61;2.13;MULTIPOLYGON (((605505.87 7792632.44, 605617.56 7792805.54, 605516.11 7792986.33, 605302.98 7792994.03, 605191.30 7792820.94, 605292.75 7792640.14, 605505.87 7792632.44)))
2676;113315.33;1.7;0.0;0.0;3.15;3.7;;;3.35;2.7;;;3.25;1.25;1.67;1.46;2.08;;;2.36;MULTIPOLYGON (((605191.30 7792820.94, 605302.98 7792994.03, 605201.53 7793174.83, 604988.40 7793182.53, 604876.73 7793009.43, 604978.18 7792828.64, 605191.30 7792820.94)))
2677;113316.26;1.3;0.0;0.56;3.65;3.1;;3.23;2.5;2.2;;1.9;3.08;1.25;0.0;0.63;1.42;;1.26;1.86;MULTIPOLYGON (((605830.68 7792797.83, 605942.37 7792970.93, 605840.92 7793151.73, 605627.79 7793159.43, 605516.11 7792986.33, 605617.56 7792805.54, 605830.68 7792797.83)))
2678;113318.39;1.6;0.0;0.03;3.15;3.9;;3.45;3.7;2.75;;1.74;3.43;1.25;1.67;1.46;2.11;;1.6;2.45;MULTIPOLYGON (((605516.11 7792986.33, 605627.79 7793159.43, 605526.34 7793340.24, 605313.21 7793347.94, 605201.53 7793174.83, 605302.98 7792994.03, 605516.11 7792986.33)))
2679;113308.0;1.6;0.0;0.0;3.9;2.4;;;2.45;2.0;;;3.18;0.0;0.0;0.0;1.0;;;1.59;MULTIPOLYGON (((605495.64 7792278.56, 605607.32 7792451.65, 605505.87 7792632.44, 605292.75 7792640.14, 605181.07 7792467.05, 605282.52 7792286.26, 605495.64 7792278.56)))
2680;113310.13;1.0;0.0;0.73;3.7;2.65;;2.56;2.55;1.83;;1.65;3.13;1.25;0.0;0.63;1.23;;1.14;1.88;MULTIPOLYGON (((605181.07 7792467.05, 605292.75 7792640.14, 605191.30 7792820.94, 604978.18 7792828.64, 604866.50 7792655.54, 604967.95 7792474.75, 605181.07 7792467.05)))
2681;113311.06;1.55;0.0;0.0;3.65;2.7;;;2.5;2.13;;;3.08;2.5;1.67;2.09;2.11;;;2.59;MULTIPOLYGON (((605820.44 7792443.95, 605932.13 7792617.04, 605830.68 7792797.83, 605617.56 7792805.54, 605505.87 7792632.44, 605607.32 7792451.65, 605820.44 7792443.95)))
2682;113307.71;1.35;0.0;0.43;3.3;2.35;;1.95;2.6;1.85;;1.19;2.95;2.5;0.0;1.25;1.55;;1.22;2.1;MULTIPOLYGON (((607088.94 7792043.86, 607200.63 7792216.95, 607099.20 7792397.74, 606886.07 7792405.44, 606774.38 7792232.35, 606875.82 7792051.56, 607088.94 7792043.86)))
2683;113309.85;1.35;0.0;0.0;2.9;2.4;;;3.1;1.88;;;3.0;2.5;0.0;1.25;1.57;;;2.13;MULTIPOLYGON (((606774.38 7792232.35, 606886.07 7792405.44, 606784.63 7792586.24, 606571.51 7792593.94, 606459.82 7792420.84, 606561.26 7792240.05, 606774.38 7792232.35)))
