ID_AREAS_PRIORITARIAS_SBN_2022;AREA_M2;EXP_ALAG;EXP_DESL;EXP_INUN;EXP_ONDA;VUL_ALAG;VUL_DESL;VUL_INUN;VUL_ONDA;AC_ALAG;AC_DESL;AC_INUN;AC_ONDA;CON_AMB;CON_ANT;CON_TOT;SBN_ALAG;SBN_DESL;SBN_INUN;SBN_ONDA;GEOMETRIA
638;113184.26;0.0;4.64;0.0;1.95;;1.7;;1.4;0.0;3.17;;1.67;0.0;0.0;0.0;0.0;1.59;;0.84;MULTIPOLYGON (((604296.45 7784000.18, 604408.08 7784173.13, 604306.67 7784353.80, 604093.62 7784361.51, 603981.99 7784188.55, 604083.41 7784007.89, 604296.45 7784000.18)))
639;113195.89;0.0;1.98;0.0;1.25;;0.1;;1.75;0.0;1.04;;1.5;0.0;0.0;0.0;0.0;0.52;;0.75;MULTIPOLYGON (((603363.28 7784918.95, 603474.90 7785091.92, 603373.48 7785272.60, 603160.43 7785280.31, 603048.81 7785107.34, 603150.23 7784926.66, 603363.28 7784918.95)))
640;113196.97;0.0;2.51;0.0;2.3;;0.05;;1.7;0.0;1.28;;2.0;0.0;0.0;0.0;0.0;0.64;;1.0;MULTIPOLYGON (((602724.14 7784942.08, 602835.76 7785115.05, 602734.33 7785295.73, 602521.28 7785303.44, 602409.66 7785130.46, 602511.09 7784949.78, 602724.14 7784942.08)))
641;113198.97;0.0;0.0;0.0;1.9;;;;1.5;0.0;;;1.7;0.0;0.0;0.0;0.0;;;0.85;MULTIPOLYGON (((603687.95 7785084.21, 603799.58 7785257.18, 603698.16 7785437.86, 603485.11 7785445.57, 603373.48 7785272.60, 603474.90 7785091.92, 603687.95 7785084.21)))
642;113201.1;0.0;3.96;0.0;1.45;;0.15;;1.7;0.0;2.06;;1.58;0.0;0.0;0.0;0.0;1.03;;0.79;MULTIPOLYGON (((603373.48 7785272.60, 603485.11 7785445.57, 603383.69 7785626.26, 603170.63 7785633.97, 603059.00 7785460.99, 603160.43 7785280.31, 603373.48 7785272.60)))
643;113190.68;0.0;0.11;0.0;2.6;;0.0;;1.65;0.0;0.06;;2.13;0.0;0.0;0.0;0.0;0.03;;1.07;MULTIPOLYGON (((603353.07 7784565.31, 603464.70 7784738.27, 603363.28 7784918.95, 603150.23 7784926.66, 603038.61 7784753.69, 603140.03 7784573.02, 603353.07 7784565.31)))
644;113192.81;0.0;1.05;0.0;2.55;;0.0;;1.7;0.0;0.53;;2.13;0.0;0.0;0.0;0.0;0.27;;1.07;MULTIPOLYGON (((603038.61 7784753.69, 603150.23 7784926.66, 603048.81 7785107.34, 602835.76 7785115.04, 602724.14 7784942.08, 602825.56 7784761.40, 603038.61 7784753.69)))
645;113193.75;0.0;0.0;0.0;2.25;;;;1.5;0.0;;;1.88;0.0;0.0;0.0;0.0;;;0.94;MULTIPOLYGON (((603677.74 7784730.56, 603789.37 7784903.53, 603687.95 7785084.21, 603474.90 7785091.92, 603363.28 7784918.95, 603464.70 7784738.27, 603677.74 7784730.56)))
646;113202.04;0.0;1.45;0.0;2.2;;1.35;;1.55;0.0;1.4;;1.88;0.0;0.0;0.0;0.0;0.7;;0.94;MULTIPOLYGON (((604012.64 7785249.47, 604124.27 7785422.45, 604022.85 7785603.13, 603809.80 7785610.84, 603698.16 7785437.86, 603799.58 7785257.18, 604012.64 7785249.47)))
647;113202.97;0.0;0.76;0.0;0.85;;1.15;;1.6;0.0;0.96;;1.23;0.0;0.0;0.0;0.0;0.48;;0.62;MULTIPOLYGON (((604651.80 7785226.34, 604763.44 7785399.32, 604662.02 7785580.01, 604448.96 7785587.72, 604337.33 7785414.74, 604438.74 7785234.05, 604651.80 7785226.34)))
648;113205.11;0.0;0.32;0.0;1.55;;1.2;;1.4;0.0;0.76;;1.48;0.0;0.0;0.0;0.0;0.38;;0.74;MULTIPOLYGON (((604337.33 7785414.74, 604448.96 7785587.72, 604347.55 7785768.41, 604134.49 7785776.11, 604022.85 7785603.13, 604124.27 7785422.45, 604337.33 7785414.74)))
649;113196.83;0.0;0.0;0.0;2.25;;;;1.4;0.0;;;1.83;0.0;0.0;0.0;0.0;;;0.92;MULTIPOLYGON (((604002.42 7784895.82, 604114.06 7785068.79, 604012.64 7785249.47, 603799.58 7785257.18, 603687.95 7785084.21, 603789.37 7784903.53, 604002.42 7784895.82)))
650;113172.9;0.0;0.53;0.0;2.15;;0.0;;0.6;0.0;0.27;;1.38;0.0;0.0;0.0;0.0;0.14;;0.69;MULTIPOLYGON (((603636.91 7783316.09, 603748.53 7783489.04, 603647.12 7783669.69, 603434.08 7783677.41, 603322.46 7783504.46, 603423.87 7783323.80, 603636.91 7783316.09)))
651;113175.97;0.0;3.31;0.0;1.9;;1.35;;1.4;0.0;2.33;;1.65;0.0;0.0;0.0;0.0;1.17;;0.83;MULTIPOLYGON (((603961.57 7783481.33, 604073.19 7783654.27, 603971.78 7783834.93, 603758.74 7783842.64, 603647.12 7783669.69, 603748.53 7783489.04, 603961.57 7783481.33)))
652;113178.11;0.0;2.12;0.0;2.15;;0.0;;0.55;0.0;1.06;;1.35;0.0;0.0;0.0;0.0;0.53;;0.68;MULTIPOLYGON (((603647.12 7783669.69, 603758.74 7783842.64, 603657.33 7784023.31, 603444.29 7784031.02, 603332.66 7783858.06, 603434.08 7783677.41, 603647.12 7783669.69)))
653;113167.68;0.0;1.28;0.0;2.25;;1.0;;1.35;0.0;1.14;;1.8;0.0;0.0;0.0;0.0;0.57;;0.9;MULTIPOLYGON (((603626.70 7782962.50, 603738.32 7783135.44, 603636.91 7783316.09, 603423.87 7783323.80, 603312.26 7783150.86, 603413.67 7782970.21, 603626.70 7782962.50)))
654;113170.76;0.0;2.57;0.0;1.7;;1.7;;1.45;0.0;2.13;;1.58;0.0;0.0;0.0;0.0;1.07;;0.79;MULTIPOLYGON (((603951.35 7783127.73, 604062.98 7783300.67, 603961.57 7783481.33, 603748.53 7783489.04, 603636.91 7783316.09, 603738.32 7783135.44, 603951.35 7783127.73)))
655;113182.39;0.0;0.0;0.0;1.8;;;;0.35;0.0;;;1.08;0.0;0.0;0.0;0.0;;;0.54;MULTIPOLYGON (((603018.21 7784046.44, 603129.83 7784219.39, 603028.41 7784400.06, 602815.36 7784407.77, 602703.75 7784234.81, 602805.17 7784054.15, 603018.21 7784046.44)))
656;113184.52;0.0;0.0;0.0;2.0;;;;0.15;0.0;;;1.08;0.0;0.0;0.0;0.0;;;0.54;MULTIPOLYGON (((602703.75 7784234.81, 602815.36 7784407.77, 602713.94 7784588.44, 602500.90 7784596.15, 602389.28 7784423.19, 602490.71 7784242.52, 602703.75 7784234.81)))
495;113580.56;0.0;1.51;0.0;2.3;;0.0;;0.15;0.0;0.76;;1.22;2.5;0.0;1.25;0.0;1.0;;1.23;MULTIPOLYGON (((615605.67 7809640.15, 615717.52 7809813.53, 615616.05 7809994.59, 615402.74 7810002.27, 615290.90 7809828.89, 615392.36 7809647.83, 615605.67 7809640.15)))
496;113570.23;0.0;0.63;0.0;2.4;;0.85;;1.1;0.0;0.74;;1.75;2.5;0.0;1.25;0.0;1.0;;1.5;MULTIPOLYGON (((615584.91 7808931.30, 615696.75 7809104.67, 615595.29 7809285.72, 615381.99 7809293.40, 615270.15 7809120.04, 615371.61 7808938.99, 615584.91 7808931.30)))
497;113572.37;0.0;0.0;0.0;1.95;;;;1.5;0.0;;;1.73;2.5;0.0;1.25;0.0;;;1.49;MULTIPOLYGON (((615270.15 7809120.04, 615381.99 7809293.40, 615280.52 7809474.46, 615067.22 7809482.14, 614955.38 7809308.77, 615056.84 7809127.72, 615270.15 7809120.04)))
498;113575.4;0.0;0.0;0.0;2.5;;;;0.15;0.0;;;1.33;2.5;0.0;1.25;0.0;;;1.29;MULTIPOLYGON (((615595.29 7809285.72, 615707.13 7809459.09, 615605.67 7809640.15, 615392.36 7809647.83, 615280.52 7809474.46, 615381.99 7809293.40, 615595.29 7809285.72)))
499;113565.07;0.25;0.0;0.0;2.15;2.4;;;1.3;1.33;;;1.73;2.5;1.67;2.09;1.71;;;1.91;MULTIPOLYGON (((615574.53 7808576.90, 615686.37 7808750.26, 615584.91 7808931.30, 615371.61 7808938.99, 615259.77 7808765.63, 615361.23 7808584.58, 615574.53 7808576.90)))
500;113567.21;0.0;0.0;0.0;1.5;;;;1.5;0.0;;;1.5;2.5;0.0;1.25;0.0;;;1.38;MULTIPOLYGON (((615259.77 7808765.63, 615371.61 7808938.99, 615270.15 7809120.04, 615056.84 7809127.72, 614945.01 7808954.36, 615046.47 7808773.31, 615259.77 7808765.63)))
501;113568.09;0.25;1.3;0.0;2.65;2.5;2.9;;3.05;1.38;2.1;;2.85;1.25;1.67;1.46;1.42;1.78;;2.16;MULTIPOLYGON (((615899.67 7808742.57, 616011.52 7808915.94, 615910.06 7809096.99, 615696.75 7809104.67, 615584.91 7808931.30, 615686.37 7808750.26, 615899.67 7808742.57)))
502;113579.67;0.15;3.33;0.0;1.95;1.5;2.35;;0.9;0.83;2.84;;1.43;2.5;1.67;2.09;1.46;2.47;;1.76;MULTIPOLYGON (((614965.75 7809663.20, 615077.59 7809836.57, 614976.12 7810017.63, 614762.81 7810025.32, 614650.97 7809851.94, 614752.44 7809670.88, 614965.75 7809663.20)))
503;113581.81;0.2;1.18;0.0;2.85;0.7;1.1;;0.5;0.45;1.14;;1.68;2.5;1.67;2.09;1.27;1.61;;1.88;MULTIPOLYGON (((614650.97 7809851.94, 614762.81 7810025.32, 614661.34 7810206.38, 614448.03 7810214.06, 614336.19 7810040.68, 614437.66 7809859.62, 614650.97 7809851.94)))
504;113574.51;0.15;1.54;0.0;2.55;2.7;4.05;;1.65;1.43;2.8;;2.1;2.5;1.67;2.09;1.76;2.44;;2.09;MULTIPOLYGON (((614955.38 7809308.77, 615067.22 7809482.14, 614965.75 7809663.20, 614752.44 7809670.88, 614640.61 7809497.51, 614742.08 7809316.45, 614955.38 7809308.77)))
505;113576.65;0.3;2.05;0.0;2.65;2.65;3.9;;1.7;1.48;2.97;;2.17;2.5;1.67;2.09;1.79;2.53;;2.13;MULTIPOLYGON (((614640.61 7809497.51, 614752.44 7809670.88, 614650.97 7809851.94, 614437.66 7809859.62, 614325.83 7809686.25, 614427.30 7809505.19, 614640.61 7809497.51)))
506;113577.54;0.1;1.85;0.0;1.65;2.35;3.75;;1.35;1.23;2.8;;1.5;2.5;1.67;2.09;1.66;2.44;;1.8;MULTIPOLYGON (((615280.52 7809474.46, 615392.36 7809647.83, 615290.90 7809828.89, 615077.59 7809836.57, 614965.75 7809663.20, 615067.22 7809482.14, 615280.52 7809474.46)))
507;113511.25;1.1;0.0;0.0;2.6;3.85;;;2.6;2.48;;;2.6;0.0;1.67;0.84;1.66;;;1.72;MULTIPOLYGON (((615785.44 7804844.75, 615897.26 7805018.05, 615795.82 7805199.04, 615582.55 7805206.73, 615470.73 7805033.43, 615572.17 7804852.44, 615785.44 7804844.75)))
508;113513.4;1.4;0.0;0.0;3.15;3.5;;;2.65;2.45;;;2.9;2.5;1.67;2.09;2.27;;;2.5;MULTIPOLYGON (((615470.73 7805033.43, 615582.55 7805206.73, 615481.11 7805387.73, 615267.84 7805395.41, 615156.02 7805222.11, 615257.46 7805041.12, 615470.73 7805033.43)))
509;113514.28;0.0;0.0;0.0;3.0;;;;2.1;0.0;;;2.55;1.25;3.33;2.29;0.0;;;2.42;MULTIPOLYGON (((616110.53 7805010.36, 616222.36 7805183.67, 616120.92 7805364.66, 615907.65 7805372.35, 615795.82 7805199.04, 615897.26 7805018.05, 616110.53 7805010.36)))
510;113516.42;1.35;0.0;0.0;3.05;3.75;;;3.2;2.55;;;3.13;2.5;0.0;1.25;1.9;;;2.19;MULTIPOLYGON (((615795.82 7805199.04, 615907.65 7805372.35, 615806.21 7805553.35, 615592.94 7805561.04, 615481.11 7805387.73, 615582.55 7805206.73, 615795.82 7805199.04)))
511;113506.08;1.55;0.61;0.0;3.0;4.05;3.3;;3.0;2.8;1.95;;3.0;1.25;0.0;0.63;1.72;1.29;;1.82;MULTIPOLYGON (((615775.05 7804490.47, 615886.88 7804663.76, 615785.44 7804844.75, 615572.17 7804852.44, 615460.35 7804679.14, 615561.79 7804498.16, 615775.05 7804490.47)))
512;113508.23;1.55;0.0;0.54;2.95;3.9;;3.87;2.8;2.73;;2.21;2.88;2.5;0.0;1.25;1.99;;1.73;2.07;MULTIPOLYGON (((615460.35 7804679.14, 615572.17 7804852.44, 615470.73 7805033.43, 615257.46 7805041.12, 615145.64 7804867.82, 615247.09 7804686.83, 615460.35 7804679.14)))
513;113509.11;1.6;0.0;0.0;2.05;4.25;;;3.3;2.93;;;2.68;0.0;0.0;0.0;1.47;;;1.34;MULTIPOLYGON (((616100.14 7804656.08, 616211.97 7804829.37, 616110.53 7805010.36, 615897.26 7805018.05, 615785.44 7804844.75, 615886.88 7804663.76, 616100.14 7804656.08)))
514;113520.71;0.9;0.0;1.18;2.55;4.3;;4.02;3.75;2.6;;2.6;3.15;2.5;0.0;1.25;1.93;;1.93;2.2;MULTIPOLYGON (((615166.40 7805576.41, 615278.22 7805749.72, 615176.77 7805930.73, 614963.50 7805938.41, 614851.68 7805765.10, 614953.13 7805584.10, 615166.40 7805576.41)))
515;113522.86;1.1;0.0;0.65;2.55;4.75;;4.19;4.35;2.93;;2.42;3.45;2.5;0.0;1.25;2.09;;1.84;2.35;MULTIPOLYGON (((614851.68 7805765.10, 614963.50 7805938.41, 614862.05 7806119.42, 614648.77 7806127.10, 614536.95 7805953.79, 614638.41 7805772.79, 614851.68 7805765.10)))
516;113523.74;0.85;0.0;0.0;2.7;4.4;;;3.55;2.63;;;3.13;3.75;0.0;1.88;2.26;;;2.51;MULTIPOLYGON (((615491.49 7805742.04, 615603.32 7805915.35, 615501.87 7806096.36, 615288.60 7806104.04, 615176.77 7805930.73, 615278.22 7805749.72, 615491.49 7805742.04)))
517;113525.88;1.05;0.0;0.0;2.65;4.75;;;4.15;2.9;;;3.4;2.5;1.67;2.09;2.5;;;2.75;MULTIPOLYGON (((615176.77 7805930.73, 615288.60 7806104.04, 615187.15 7806285.05, 614973.87 7806292.74, 614862.05 7806119.42, 614963.50 7805938.41, 615176.77 7805930.73)))
518;113515.54;0.0;0.0;1.7;3.15;;;4.02;3.25;0.0;;2.86;3.2;2.5;0.0;1.25;0.0;;2.05;2.23;MULTIPOLYGON (((615156.02 7805222.11, 615267.84 7805395.41, 615166.40 7805576.41, 614953.13 7805584.10, 614841.31 7805410.79, 614942.75 7805229.80, 615156.02 7805222.11)))
519;113517.69;0.95;0.0;2.63;3.0;4.1;;4.11;3.9;2.53;;3.37;3.45;3.75;0.0;1.88;2.21;;2.63;2.67;MULTIPOLYGON (((614841.31 7805410.79, 614953.13 7805584.10, 614851.68 7805765.10, 614638.41 7805772.79, 614526.59 7805599.47, 614628.04 7805418.48, 614841.31 7805410.79)))
520;113518.57;1.05;0.0;0.0;2.8;3.85;;;3.05;2.45;;;2.93;3.75;0.0;1.88;2.17;;;2.41;MULTIPOLYGON (((615481.11 7805387.73, 615592.94 7805561.04, 615491.49 7805742.04, 615278.22 7805749.72, 615166.40 7805576.41, 615267.84 7805395.41, 615481.11 7805387.73)))
521;113515.16;0.95;0.0;0.0;3.4;3.75;;;2.95;2.35;;;3.18;3.75;1.67;2.71;2.53;;;2.95;MULTIPOLYGON (((616750.33 7804987.30, 616862.17 7805160.60, 616760.73 7805341.60, 616547.46 7805349.29, 616435.63 7805175.98, 616537.06 7804994.99, 616750.33 7804987.30)))
522;113517.3;0.0;0.0;0.0;3.9;;;;1.55;0.0;;;2.73;2.5;1.67;2.09;0.0;;;2.41;MULTIPOLYGON (((616435.63 7805175.98, 616547.46 7805349.29, 616446.02 7805530.29, 616232.75 7805537.97, 616120.92 7805364.66, 616222.36 7805183.67, 616435.63 7805175.98)))
523;113518.18;0.55;0.0;0.0;3.4;4.05;;;3.25;2.3;;;3.33;2.5;3.33;2.92;2.61;;;3.13;MULTIPOLYGON (((617075.44 7805152.92, 617187.28 7805326.22, 617085.84 7805507.22, 616872.57 7805514.91, 616760.73 7805341.60, 616862.17 7805160.60, 617075.44 7805152.92)))
524;113520.33;0.0;0.0;0.04;3.7;;;2.65;2.45;0.0;;1.35;3.08;3.75;3.33;3.54;0.0;;2.45;3.31;MULTIPOLYGON (((616760.73 7805341.60, 616872.57 7805514.91, 616771.13 7805695.91, 616557.86 7805703.60, 616446.02 7805530.29, 616547.46 7805349.29, 616760.73 7805341.60)))
525;113509.98;1.0;0.0;0.0;3.25;3.85;;;3.05;2.42;;;3.15;1.25;1.67;1.46;1.94;;;2.3;MULTIPOLYGON (((616739.93 7804633.01, 616851.77 7804806.31, 616750.33 7804987.30, 616537.06 7804994.99, 616425.23 7804821.69, 616526.67 7804640.70, 616739.93 7804633.01)))
526;113512.13;0.95;0.0;0.0;3.25;3.45;;;2.05;2.2;;;2.65;2.5;1.67;2.09;2.15;;;2.37;MULTIPOLYGON (((616425.23 7804821.69, 616537.06 7804994.99, 616435.63 7805175.98, 616222.36 7805183.67, 616110.53 7805010.36, 616211.97 7804829.37, 616425.23 7804821.69)))
527;113513.01;0.5;0.0;0.0;3.4;4.1;;;2.9;2.3;;;3.15;2.5;3.33;2.92;2.61;;;3.04;MULTIPOLYGON (((617065.03 7804798.62, 617176.87 7804971.92, 617075.44 7805152.92, 616862.17 7805160.60, 616750.33 7804987.30, 616851.77 7804806.31, 617065.03 7804798.62)))
528;113524.62;0.65;2.69;0.01;3.4;3.4;3.8;2.97;2.1;2.03;3.25;1.49;2.75;3.75;1.67;2.71;2.37;2.98;2.1;2.73;MULTIPOLYGON (((616131.31 7805718.97, 616243.14 7805892.29, 616141.70 7806073.30, 615928.42 7806080.98, 615816.59 7805907.66, 615918.04 7805726.66, 616131.31 7805718.97)))
529;113526.76;1.0;0.0;0.01;2.9;4.15;;2.89;3.2;2.58;;1.45;3.05;3.75;0.0;1.88;2.23;;1.67;2.47;MULTIPOLYGON (((615816.59 7805907.66, 615928.42 7806080.98, 615826.98 7806261.99, 615613.70 7806269.68, 615501.87 7806096.36, 615603.32 7805915.35, 615816.59 7805907.66)))
530;113527.64;1.15;0.44;0.0;3.2;4.4;4.55;;3.55;2.78;2.5;;3.38;1.25;1.67;1.46;2.12;1.98;;2.42;MULTIPOLYGON (((616456.42 7805884.60, 616568.25 7806057.92, 616466.81 7806238.93, 616253.53 7806246.62, 616141.70 7806073.30, 616243.14 7805892.29, 616456.42 7805884.60)))
531;113529.79;1.25;0.01;0.15;3.15;4.35;4.45;2.99;3.9;2.8;2.23;1.57;3.53;3.75;1.67;2.71;2.76;2.47;2.14;3.12;MULTIPOLYGON (((616141.70 7806073.30, 616253.53 7806246.62, 616152.09 7806427.63, 615938.81 7806435.31, 615826.98 7806261.99, 615928.42 7806080.98, 616141.70 7806073.30)))
532;113519.45;0.0;0.67;0.0;3.25;;2.55;;2.35;0.0;1.61;;2.8;1.25;1.67;1.46;0.0;1.54;;2.13;MULTIPOLYGON (((616120.92 7805364.66, 616232.75 7805537.97, 616131.31 7805718.97, 615918.04 7805726.66, 615806.21 7805553.35, 615907.65 7805372.35, 616120.92 7805364.66)))
533;113521.59;1.25;0.0;0.0;3.05;4.0;;;3.5;2.63;;;3.28;2.5;0.0;1.25;1.94;;;2.26;MULTIPOLYGON (((615806.21 7805553.35, 615918.04 7805726.66, 615816.59 7805907.66, 615603.32 7805915.35, 615491.49 7805742.04, 615592.94 7805561.04, 615806.21 7805553.35)))
534;113522.47;0.0;1.62;0.0;3.4;;3.95;;1.7;0.0;2.79;;2.55;1.25;3.33;2.29;0.0;2.54;;2.42;MULTIPOLYGON (((616446.02 7805530.29, 616557.86 7805703.60, 616456.42 7805884.60, 616243.14 7805892.29, 616131.31 7805718.97, 616232.75 7805537.97, 616446.02 7805530.29)))
535;113497.88;1.3;0.0;0.3;3.5;3.6;;3.31;3.1;2.45;;1.81;3.3;1.25;1.67;1.46;1.96;;1.64;2.38;MULTIPOLYGON (((615439.59 7803970.60, 615551.41 7804143.88, 615449.97 7804324.86, 615236.71 7804332.55, 615124.89 7804159.26, 615226.33 7803978.29, 615439.59 7803970.60)))
536;113500.03;1.55;0.0;0.11;3.45;3.85;;3.71;3.0;2.7;;1.91;3.23;0.0;1.67;0.84;1.77;;1.38;2.04;MULTIPOLYGON (((615124.89 7804159.26, 615236.71 7804332.55, 615135.27 7804513.53, 614922.01 7804521.22, 614810.19 7804347.93, 614911.64 7804166.95, 615124.89 7804159.26)))
537;113500.91;1.5;0.0;0.0;3.1;3.6;;;2.85;2.55;;;2.98;1.25;3.33;2.29;2.42;;;2.64;MULTIPOLYGON (((615764.67 7804136.20, 615876.49 7804309.49, 615775.05 7804490.47, 615561.79 7804498.16, 615449.97 7804324.86, 615551.41 7804143.88, 615764.67 7804136.20)))
538;113503.06;1.55;0.0;0.0;3.5;4.0;;;3.05;2.78;;;3.28;1.25;1.67;1.46;2.12;;;2.37;MULTIPOLYGON (((615449.97 7804324.86, 615561.79 7804498.16, 615460.35 7804679.14, 615247.09 7804686.83, 615135.27 7804513.53, 615236.71 7804332.55, 615449.97 7804324.86)))
539;113492.71;1.1;0.0;0.0;4.0;3.8;;;3.4;2.45;;;3.7;1.25;1.67;1.46;1.96;;;2.58;MULTIPOLYGON (((615429.21 7803616.34, 615541.03 7803789.62, 615439.59 7803970.60, 615226.33 7803978.29, 615114.52 7803805.00, 615215.96 7803624.03, 615429.21 7803616.34)))
540;113494.85;1.0;0.0;0.06;3.6;3.5;;3.18;2.9;2.25;;1.62;3.25;1.25;0.0;0.63;1.44;;1.13;1.94;MULTIPOLYGON (((615114.52 7803805.00, 615226.33 7803978.29, 615124.89 7804159.26, 614911.64 7804166.95, 614799.82 7803993.67, 614901.26 7803812.69, 615114.52 7803805.00)))
541;113495.74;1.05;0.0;0.0;3.3;4.3;;;4.1;2.68;;;3.7;1.25;3.33;2.29;2.49;;;3.0;MULTIPOLYGON (((615754.28 7803781.93, 615866.10 7803955.22, 615764.67 7804136.20, 615551.41 7804143.88, 615439.59 7803970.60, 615541.03 7803789.62, 615754.28 7803781.93)))
542;113507.34;0.0;0.0;0.0;2.55;;;;2.35;0.0;;;2.45;0.0;0.0;0.0;0.0;;;1.23;MULTIPOLYGON (((614820.56 7804702.21, 614932.38 7804875.50, 614830.94 7805056.49, 614617.67 7805064.18, 614505.86 7804890.88, 614607.30 7804709.89, 614820.56 7804702.21)))
543;113509.49;1.3;0.0;0.0;3.25;3.85;;;3.5;2.58;;;3.38;2.5;0.0;1.25;1.92;;;2.32;MULTIPOLYGON (((614505.86 7804890.88, 614617.67 7805064.18, 614516.22 7805245.17, 614302.96 7805252.86, 614191.14 7805079.56, 614292.60 7804898.57, 614505.86 7804890.88)))
544;113510.37;0.0;0.0;1.21;2.5;;;3.96;2.75;0.0;;2.59;2.63;2.5;1.67;2.09;0.0;;2.34;2.36;MULTIPOLYGON (((615145.64 7804867.82, 615257.46 7805041.12, 615156.02 7805222.11, 614942.75 7805229.80, 614830.94 7805056.49, 614932.38 7804875.50, 615145.64 7804867.82)))
545;113512.52;1.3;0.0;0.11;3.4;3.85;;3.91;2.9;2.58;;2.01;3.15;2.5;1.67;2.09;2.34;;2.05;2.62;MULTIPOLYGON (((614830.94 7805056.49, 614942.75 7805229.80, 614841.31 7805410.79, 614628.04 7805418.48, 614516.22 7805245.17, 614617.67 7805064.18, 614830.94 7805056.49)))
546;113502.17;0.75;0.0;0.0;3.2;3.55;;;2.3;2.15;;;2.75;1.25;3.33;2.29;2.22;;;2.52;MULTIPOLYGON (((614810.19 7804347.93, 614922.01 7804521.22, 614820.56 7804702.21, 614607.30 7804709.89, 614495.49 7804536.60, 614596.94 7804355.62, 614810.19 7804347.93)))
547;113504.32;1.45;0.0;0.0;3.3;3.75;;;3.1;2.6;;;3.2;1.25;0.0;0.63;1.62;;;1.92;MULTIPOLYGON (((614495.49 7804536.60, 614607.30 7804709.89, 614505.86 7804890.88, 614292.60 7804898.57, 614180.78 7804725.27, 614282.23 7804544.29, 614495.49 7804536.60)))
548;113505.2;1.0;0.0;0.0;3.1;3.85;;;2.7;2.42;;;2.9;2.5;0.0;1.25;1.84;;;2.08;MULTIPOLYGON (((615135.27 7804513.53, 615247.09 7804686.83, 615145.64 7804867.82, 614932.38 7804875.50, 614820.56 7804702.21, 614922.01 7804521.22, 615135.27 7804513.53)))
549;113501.79;1.0;0.0;0.0;2.85;3.65;;;2.7;2.33;;;2.78;3.75;1.67;2.71;2.52;;;2.75;MULTIPOLYGON (((616404.44 7804113.13, 616516.27 7804286.42, 616414.84 7804467.40, 616201.58 7804475.09, 616089.75 7804301.80, 616191.18 7804120.82, 616404.44 7804113.13)))
550;113503.94;1.45;0.0;0.0;2.65;3.65;;;2.55;2.55;;;2.6;0.0;1.67;0.84;1.69;;;1.72;MULTIPOLYGON (((616089.75 7804301.80, 616201.58 7804475.09, 616100.14 7804656.08, 615886.88 7804663.76, 615775.05 7804490.47, 615876.49 7804309.49, 616089.75 7804301.80)))
551;113504.81;2.0;0.0;0.0;2.5;4.35;;;3.85;3.18;;;3.18;0.0;3.33;1.67;2.42;;;2.42;MULTIPOLYGON (((616729.53 7804278.73, 616841.37 7804452.02, 616739.93 7804633.01, 616526.67 7804640.70, 616414.84 7804467.40, 616516.27 7804286.42, 616729.53 7804278.73)))
552;113506.96;1.4;0.0;0.0;2.75;3.7;;;2.8;2.55;;;2.78;1.25;1.67;1.46;2.01;;;2.12;MULTIPOLYGON (((616414.84 7804467.40, 616526.67 7804640.70, 616425.23 7804821.69, 616211.97 7804829.37, 616100.14 7804656.08, 616201.58 7804475.09, 616414.84 7804467.40)))
553;113496.61;1.15;0.05;0.0;2.65;3.6;3.55;;2.6;2.38;1.8;;2.63;2.5;1.67;2.09;2.24;1.94;;2.36;MULTIPOLYGON (((616394.05 7803758.87, 616505.87 7803932.15, 616404.44 7804113.13, 616191.18 7804120.82, 616079.36 7803947.53, 616180.79 7803766.56, 616394.05 7803758.87)))
554;113498.76;0.95;0.0;0.0;3.3;3.9;;;3.35;2.42;;;3.33;2.5;3.33;2.92;2.67;;;3.13;MULTIPOLYGON (((616079.36 7803947.53, 616191.18 7804120.82, 616089.75 7804301.80, 615876.49 7804309.49, 615764.67 7804136.20, 615866.10 7803955.22, 616079.36 7803947.53)))
555;113499.64;0.8;0.0;0.0;2.65;3.75;;;2.5;2.28;;;2.58;2.5;3.33;2.92;2.6;;;2.75;MULTIPOLYGON (((616719.13 7803924.46, 616830.96 7804097.75, 616729.53 7804278.73, 616516.27 7804286.42, 616404.44 7804113.13, 616505.87 7803932.15, 616719.13 7803924.46)))
556;113526.25;1.5;0.0;0.0;2.95;4.55;;;3.15;3.03;;;3.05;3.75;1.67;2.71;2.87;;;2.88;MULTIPOLYGON (((613582.41 7806165.54, 613694.22 7806338.86, 613592.76 7806519.86, 613379.49 7806527.55, 613267.68 7806354.23, 613369.14 7806173.22, 613582.41 7806165.54)))
557;113528.39;1.4;0.0;0.0;2.8;4.5;;;3.7;2.95;;;3.25;1.25;0.0;0.63;1.79;;;1.94;MULTIPOLYGON (((613267.68 7806354.23, 613379.49 7806527.55, 613278.02 7806708.56, 613064.75 7806716.25, 612952.94 7806542.92, 613054.41 7806361.91, 613267.68 7806354.23)))
558;113529.28;1.15;0.0;0.04;2.9;4.05;;3.81;3.35;2.6;;1.93;3.13;2.5;1.67;2.09;2.34;;2.01;2.61;MULTIPOLYGON (((613907.50 7806331.17, 614019.31 7806504.49, 613917.85 7806685.50, 613704.58 7806693.19, 613592.76 7806519.86, 613694.22 7806338.86, 613907.50 7806331.17)))
